Mapeamento Completo — 1.331 subclasses CNAE 2.3;;;;
;;;;
Subclasse CNAE;Descrição Oficial;Vertical;;
6110-8/01;Serviços de telefonia fixa comutada - STFC;Tecnologia e Software;;
6110-8/02;Serviços de redes de transporte de telecomunicações - SRTT;Tecnologia e Software;;
6110-8/03;Serviços de comunicação multimídia - SCM;Tecnologia e Software;;
6110-8/99;Serviços de telecomunicações por fio não especificados anteriormente;Tecnologia e Software;;
6120-5/01;Telefonia móvel celular;Tecnologia e Software;;
6120-5/02;Serviço móvel especializado - SME;Tecnologia e Software;;
6120-5/99;Serviços de telecomunicações sem fio não especificados anteriormente;Tecnologia e Software;;
6130-2/00;Telecomunicações por satélite;Tecnologia e Software;;
6141-8/00;Operadoras de televisão por assinatura por cabo;Tecnologia e Software;;
6142-6/00;Operadoras de televisão por assinatura por micro-ondas;Tecnologia e Software;;
6143-4/00;Operadoras de televisão por assinatura por satélite;Tecnologia e Software;;
6190-6/01;Provedores de acesso às redes de comunicações;Tecnologia e Software;;
6190-6/02;Provedores de voz sobre protocolo Internet - VOIP;Tecnologia e Software;;
6190-6/99;Outras atividades de telecomunicações não especificadas anteriormente;Tecnologia e Software;;
6201-5/01;Desenvolvimento de programas de computador sob encomenda;Tecnologia e Software;;
6201-5/02;Web desing;Tecnologia e Software;;
6202-3/00;Desenvolvimento e licenciamento de programas de computador customizáveis;Tecnologia e Software;;
6203-1/00;Desenvolvimento e licenciamento de programas de computador não customizáveis;Tecnologia e Software;;
6204-0/00;Consultoria em tecnologia da informação;Tecnologia e Software;;
6209-1/00;Suporte técnico, manutenção e outros serviços em tecnologia da informação;Tecnologia e Software;;
6311-9/00;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet;Tecnologia e Software;;
6319-4/00;Portais, provedores de conteúdo e outros serviços de informação na Internet;Tecnologia e Software;;
6391-7/00;Agências de notícias;Tecnologia e Software;;
6399-2/00;Outras atividades de prestação de serviços de informação não especificadas anteriormente;Tecnologia e Software;;
6410-7/00;Banco Central;Financeiro e Seguros;;
6421-2/00;Bancos comerciais;Financeiro e Seguros;;
6422-1/00;Bancos múltiplos, com carteira comercial;Financeiro e Seguros;;
6423-9/00;Caixas econômicas;Financeiro e Seguros;;
6424-7/01;Bancos cooperativos;Financeiro e Seguros;;
6424-7/02;Cooperativas centrais de crédito;Financeiro e Seguros;;
6424-7/03;Cooperativas de crédito mútuo;Financeiro e Seguros;;
6424-7/04;Cooperativas de crédito rural;Financeiro e Seguros;;
6431-0/00;Bancos múltiplos, sem carteira comercial;Financeiro e Seguros;;
6432-8/00;Bancos de investimento;Financeiro e Seguros;;
6433-6/00;Bancos de desenvolvimento;Financeiro e Seguros;;
6434-4/00;Agências de fomento;Financeiro e Seguros;;
6435-2/01;Sociedades de crédito imobiliário;Financeiro e Seguros;;
6435-2/02;Associações de poupança e empréstimo;Financeiro e Seguros;;
6435-2/03;Companhias hipotecárias;Financeiro e Seguros;;
6436-1/00;Sociedades de crédito, financiamento e investimento - financeiras;Financeiro e Seguros;;
6437-9/00;Sociedades de crédito ao microempreendedor;Financeiro e Seguros;;
6438-7/01;Bancos de câmbio;Financeiro e Seguros;;
6438-7/99;Outras instituições de intermediação não monetária não especificadas anteriormente;Financeiro e Seguros;;
6440-9/00;Arrendamento mercantil;Financeiro e Seguros;;
6450-6/00;Sociedades de capitalização;Financeiro e Seguros;;
6461-1/00;Holdings de instituições financeiras;Financeiro e Seguros;;
6462-0/00;Holdings de instituições não financeiras;Financeiro e Seguros;;
6463-8/00;Outras sociedades de participação, exceto holdings;Financeiro e Seguros;;
6470-1/01;Fundos de investimento, exceto previdenciários e imobiliários;Financeiro e Seguros;;
6470-1/02;Fundos de investimento previdenciários;Financeiro e Seguros;;
6470-1/03;Fundos de investimento imobiliários;Financeiro e Seguros;;
6491-3/00;Sociedades de fomento mercantil - factoring;Financeiro e Seguros;;
6492-1/00;Securitização de créditos;Financeiro e Seguros;;
6493-0/00;Administração de consórcios para aquisição de bens e direitos;Financeiro e Seguros;;
6499-9/01;Clubes de investimento;Financeiro e Seguros;;
6499-9/02;Sociedades de investimento;Financeiro e Seguros;;
6499-9/03;Fundo garantidor de crédito;Financeiro e Seguros;;
6499-9/04;Caixas de financiamento de corporações;Financeiro e Seguros;;
6499-9/05;Concessão de crédito pelas OSCIP;Financeiro e Seguros;;
6499-9/99;Outras atividades de serviços financeiros não especificadas anteriormente;Financeiro e Seguros;;
6511-1/01;Sociedade seguradora de seguros vida;Financeiro e Seguros;;
6511-1/02;Planos de auxílio-funeral;Financeiro e Seguros;;
6512-0/00;Sociedade seguradora de seguros não vida;Financeiro e Seguros;;
6520-1/00;Sociedade seguradora de seguros-saúde;Financeiro e Seguros;;
6530-8/00;Resseguros;Financeiro e Seguros;;
6541-3/00;Previdência complementar fechada;Financeiro e Seguros;;
6542-1/00;Previdência complementar aberta;Financeiro e Seguros;;
6550-2/00;Planos de saúde;Financeiro e Seguros;;
6611-8/01;Bolsa de valores;Financeiro e Seguros;;
6611-8/02;Bolsa de mercadorias;Financeiro e Seguros;;
6611-8/03;Bolsa de mercadorias e futuros;Financeiro e Seguros;;
6611-8/04;Administração de mercados de balcão organizados;Financeiro e Seguros;;
6612-6/01;Corretoras de títulos e valores mobiliários;Financeiro e Seguros;;
6612-6/02;Distribuidoras de títulos e valores mobiliários;Financeiro e Seguros;;
6612-6/03;Corretoras de câmbio;Financeiro e Seguros;;
6612-6/04;Corretoras de contratos de mercadorias;Financeiro e Seguros;;
6612-6/05;Agentes de investimentos em aplicações financeiras;Financeiro e Seguros;;
6613-4/00;Administração de cartões de crédito;Financeiro e Seguros;;
6619-3/01;Serviços de liquidação e custódia;Financeiro e Seguros;;
6619-3/02;Correspondentes de instituições financeiras;Financeiro e Seguros;;
6619-3/03;Representações de bancos estrangeiros;Financeiro e Seguros;;
6619-3/04;Caixas eletrônicos;Financeiro e Seguros;;
6619-3/05;Operadoras de cartões de débito;Financeiro e Seguros;;
6619-3/99;Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente;Financeiro e Seguros;;
6621-5/01;Peritos e avaliadores de seguros;Financeiro e Seguros;;
6621-5/02;Auditoria e consultoria atuarial;Financeiro e Seguros;;
6622-3/00;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;Financeiro e Seguros;;
6629-1/00;Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente;Financeiro e Seguros;;
6630-4/00;Atividades de administração de fundos por contrato ou comissão;Financeiro e Seguros;;
6810-2/01;Compra e venda de imóveis próprios;Imobiliário;;
6810-2/02;Aluguel de imóveis próprios;Imobiliário;;
6810-2/03;Loteamento de imóveis próprios;Imobiliário;;
6821-8/01;Corretagem na compra e venda e avaliação de imóveis;Imobiliário;;
6821-8/02;Corretagem no aluguel de imóveis;Imobiliário;;
6822-6/00;Gestão e administração da propriedade imobiliária;Imobiliário;;
6911-7/01;Serviços advocatícios;Serviços Profissionais;;
6911-7/02;Atividades auxiliares da justiça;Serviços Profissionais;;
6911-7/03;Agente de propriedade industrial;Serviços Profissionais;;
6912-5/00;Cartórios;Serviços Profissionais;;
6920-6/01;Atividades de contabilidade;Serviços Profissionais;;
6920-6/02;Atividades de consultoria e auditoria contábil e tributária;Serviços Profissionais;;
7020-4/00;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;Serviços Profissionais;;
7111-1/00;Serviços de arquitetura;Arquitetura, Engenharia e P&D;;
7112-0/00;Serviços de engenharia;Arquitetura, Engenharia e P&D;;
7119-7/01;Serviços de cartografia, topografia e geodésia;Arquitetura, Engenharia e P&D;;
7119-7/02;Atividades de estudos geológicos;Arquitetura, Engenharia e P&D;;
7119-7/03;Serviços de desenho técnico relacionados à arquitetura e engenharia;Arquitetura, Engenharia e P&D;;
7119-7/04;Serviços de perícia técnica relacionados à segurança do trabalho;Arquitetura, Engenharia e P&D;;
7119-7/99;Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente;Arquitetura, Engenharia e P&D;;
7120-1/00;Testes e análises técnicas;Arquitetura, Engenharia e P&D;;
7210-0/00;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;Arquitetura, Engenharia e P&D;;
7220-7/00;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;Arquitetura, Engenharia e P&D;;
7311-4/00;Agências de publicidade;Marketing, Publicidade e Design;;
7312-2/00;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;Marketing, Publicidade e Design;;
7319-0/01;Criação de estandes para feiras e exposições;Marketing, Publicidade e Design;;
7319-0/02;Promoção de vendas;Marketing, Publicidade e Design;;
7319-0/03;Marketing direto;Marketing, Publicidade e Design;;
7319-0/04;Consultoria em publicidade;Marketing, Publicidade e Design;;
7319-0/99;Outras atividades de publicidade não especificadas anteriormente;Marketing, Publicidade e Design;;
7320-3/00;Pesquisas de mercado e de opinião pública;Marketing, Publicidade e Design;;
7410-2/02;Design de interiores;Marketing, Publicidade e Design;;
7410-2/03;Desing de produto;Marketing, Publicidade e Design;;
7410-2/99;Atividades de desing não especificadas anteriormente;Marketing, Publicidade e Design;;
7420-0/01;Atividades de produção de fotografias, exceto aérea e submarina;Marketing, Publicidade e Design;;
7420-0/02;Atividades de produção de fotografias aéreas e submarinas;Marketing, Publicidade e Design;;
7420-0/03;Laboratórios fotográficos;Marketing, Publicidade e Design;;
7420-0/04;Filmagem de festas e eventos;Marketing, Publicidade e Design;;
7420-0/05;Serviços de microfilmagem;Marketing, Publicidade e Design;;
7490-1/01;Serviços de tradução, interpretação e similares;Serviços Profissionais;;
7490-1/02;Escafandria e mergulho;Serviços Profissionais;;
7490-1/03;Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias;Serviços Profissionais;;
7490-1/04;Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários;Serviços Profissionais;;
7490-1/05;Agenciamento de profissionais para atividades esportivas, culturais e artísticas;Serviços Profissionais;;
7490-1/99;Outras atividades profissionais, científicas e técnicas não especificadas anteriormente;Serviços Profissionais;;
7500-1/00;Atividades veterinárias;Pet e Veterinária;;
7711-0/00;Locação de automóveis sem condutor;Automotivo;;
7719-5/01;"Locação de embarcações sem tripulação, exceto para fins
recreativos";Automotivo;;
7719-5/02;Locação de aeronaves sem tripulação;Automotivo;;
7719-5/99;Locação de outros meios de transporte não especificados anteriormente, sem condutor;Automotivo;;
7721-7/00;Aluguel de equipamentos recreativos e esportivos;Varejo (geral);;
7722-5/00;Aluguel de fitas de vídeo, DVDs e similares;Varejo (geral);;
7723-3/00;Aluguel de objetos do vestuário, jóias e acessórios;Varejo (geral);;
7729-2/01;Aluguel de aparelhos de jogos eletrônicos;Varejo (geral);;
7729-2/02;"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais";Varejo (geral);;
7729-2/03;Aluguel de material médico;Varejo (geral);;
7729-2/99;Aluguel de outros objetos pessoais e domésticos não especificados anteriormente;Varejo (geral);;
7731-4/00;Aluguel de máquinas e equipamentos agrícolas sem operador;Serviços Administrativos e Empresariais;;
7732-2/01;Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes;Serviços Administrativos e Empresariais;;
7732-2/02;Aluguel de andaimes;Serviços Administrativos e Empresariais;;
7733-1/00;Aluguel de máquinas e equipamentos para escritório;Serviços Administrativos e Empresariais;;
7739-0/01;Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador;Serviços Administrativos e Empresariais;;
7739-0/02;Aluguel de equipamentos científicos, médicos e hospitalares, sem operador;Serviços Administrativos e Empresariais;;
7739-0/03;Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes;Serviços Administrativos e Empresariais;;
7739-0/99;Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;Serviços Administrativos e Empresariais;;
7740-3/00;Gestão de ativos intangíveis não financeiros;Serviços Profissionais;;
7810-8/00;Seleção e agenciamento de mão de obra;Serviços Administrativos e Empresariais;;
7820-5/00;Locação de mão de obra temporária;Serviços Administrativos e Empresariais;;
7830-2/00;Fornecimento e gestão de recursos humanos para terceiros;Serviços Administrativos e Empresariais;;
7911-2/00;Agências de viagens;Turismo, Hotelaria e Eventos;;
7912-1/00;Operadores turísticos;Turismo, Hotelaria e Eventos;;
7990-2/00;Serviços de reservas e outros serviços de turismo não especificados anteriormente;Turismo, Hotelaria e Eventos;;
8011-1/01;Atividades de vigilância e segurança privada;Serviços Administrativos e Empresariais;;
8011-1/02;Serviços de adestramento de cães de guarda;Serviços Administrativos e Empresariais;;
8012-9/00;Atividades de transporte de valores;Serviços Administrativos e Empresariais;;
8020-0/01;Atividades de monitoramento de sistemas de segurança eletrônico;Serviços Administrativos e Empresariais;;
8020-0/02;Outras atividades de serviços de segurança;Serviços Administrativos e Empresariais;;
8030-7/00;Atividades de investigação particular;Serviços Administrativos e Empresariais;;
8111-7/00;Serviços combinados para apoio a edifícios, exceto condomínios prediais;Serviços Administrativos e Empresariais;;
8112-5/00;Condomínios prediais;Serviços Administrativos e Empresariais;;
8121-4/00;Limpeza em prédios e em domicílios;Serviços Administrativos e Empresariais;;
8122-2/00;Imunização e controle de pragas urbanas;Serviços Administrativos e Empresariais;;
8129-0/00;Atividades de limpeza não especificadas anteriormente;Serviços Administrativos e Empresariais;;
8130-3/00;Atividades paisagísticas;Serviços Administrativos e Empresariais;;
8211-3/00;Serviços combinados de escritório e apoio administrativo;Serviços Administrativos e Empresariais;;
8219-9/01;Fotocópias;Serviços Administrativos e Empresariais;;
8219-9/99;Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;Serviços Administrativos e Empresariais;;
8220-2/00;Atividades de teleatendimento;Serviços Administrativos e Empresariais;;
8230-0/01;Serviços de organização de feiras, congressos, exposições e festas;Serviços Administrativos e Empresariais;;
8230-0/02;Casas de festas e eventos;Serviços Administrativos e Empresariais;;
8291-1/00;Atividades de cobrança e informações cadastrais;Serviços Administrativos e Empresariais;;
8292-0/00;Envasamento e empacotamento sob contrato;Serviços Administrativos e Empresariais;;
8299-7/01;Medição de consumo de energia elétrica, gás e água;Serviços Administrativos e Empresariais;;
8299-7/02;Emissão de vales-alimentação, vales-transporte e similares;Serviços Administrativos e Empresariais;;
8299-7/03;Serviços de gravação de carimbos, exceto confecção;Serviços Administrativos e Empresariais;;
8299-7/04;Leiloeiros independentes;Serviços Administrativos e Empresariais;;
8299-7/05;Serviços de levantamento de fundos sob contrato;Serviços Administrativos e Empresariais;;
8299-7/06;Casas lotéricas;Serviços Administrativos e Empresariais;;
8299-7/07;Salas de acesso à Internet;Serviços Administrativos e Empresariais;;
8299-7/99;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;Serviços Administrativos e Empresariais;;
8411-6/00;Administração pública em geral;Administração Pública, ONGs e Serviços Pessoais;;
8412-4/00;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;Administração Pública, ONGs e Serviços Pessoais;;
8413-2/00;Regulação das atividades econômicas;Administração Pública, ONGs e Serviços Pessoais;;
8421-3/00;Relações exteriores;Administração Pública, ONGs e Serviços Pessoais;;
8422-1/00;Defesa;Administração Pública, ONGs e Serviços Pessoais;;
8423-0/00;Justiça;Administração Pública, ONGs e Serviços Pessoais;;
8424-8/00;Segurança e ordem pública;Administração Pública, ONGs e Serviços Pessoais;;
8425-6/00;Defesa Civil;Administração Pública, ONGs e Serviços Pessoais;;
8430-2/00;Seguridade social obrigatória;Administração Pública, ONGs e Serviços Pessoais;;
8511-2/00;Educação infantil - creche;Educação;;
8512-1/00;Educação infantil - pré-escola;Educação;;
8513-9/00;Ensino fundamental;Educação;;
8520-1/00;Ensino médio;Educação;;
8531-7/00;Educação superior - graduação;Educação;;
8532-5/00;Educação superior - graduação e pós-graduação;Educação;;
8533-3/00;Educação superior - pós-graduação e extensão;Educação;;
8541-4/00;Educação profissional de nível técnico;Educação;;
8542-2/00;Educação profissional de nível tecnológico;Educação;;
8550-3/01;Administração de caixas escolares;Educação;;
8550-3/02;Atividades de apoio à educação, exceto caixas escolares;Educação;;
8591-1/00;Ensino de esportes;Educação;;
8592-9/01;Ensino de dança;Educação;;
8592-9/02;Ensino de artes cênicas, exceto dança;Educação;;
8592-9/03;Ensino de música;Educação;;
8592-9/99;Ensino de arte e cultura não especificado anteriormente;Educação;;
8593-7/00;Ensino de idiomas;Educação;;
8599-6/01;Formação de condutores;Educação;;
8599-6/02;Cursos de pilotagem;Educação;;
8599-6/03;Treinamento em informática;Educação;;
8599-6/04;Treinamento em desenvolvimento profissional e gerencial;Educação;;
8599-6/05;Cursos preparatórios para concursos;Educação;;
8599-6/99;Outras atividades de ensino não especificadas anteriormente;Educação;;
8610-1/01;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;Saúde e Farmacêutico;;
8610-1/02;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;Saúde e Farmacêutico;;
8621-6/01;UTI móvel;Saúde e Farmacêutico;;
8621-6/02;Serviços móveis de atendimento a urgências, exceto por UTI móvel;Saúde e Farmacêutico;;
8622-4/00;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;Saúde e Farmacêutico;;
8630-5/01;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;Saúde e Farmacêutico;;
8630-5/02;Atividade médica ambulatorial com recursos para realização de exames complementares;Saúde e Farmacêutico;;
8630-5/03;Atividade médica ambulatorial restrita a consultas;Saúde e Farmacêutico;;
8630-5/04;Atividade odontológica;Saúde e Farmacêutico;;
8630-5/06;Serviços de vacinação e imunização humana;Saúde e Farmacêutico;;
8630-5/07;Atividades de reprodução humana assistida;Saúde e Farmacêutico;;
8630-5/99;Atividades de atenção ambulatorial não especificadas anteriormente;Saúde e Farmacêutico;;
8640-2/01;Laboratórios de anatomia patológica e citológica;Saúde e Farmacêutico;;
8640-2/02;Laboratórios clínicos;Saúde e Farmacêutico;;
8640-2/03;Serviços de diálise e nefrologia;Saúde e Farmacêutico;;
8640-2/04;Serviços de tomografia;Saúde e Farmacêutico;;
8640-2/05;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;Saúde e Farmacêutico;;
8640-2/06;Serviços de ressonância magnética;Saúde e Farmacêutico;;
8640-2/07;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;Saúde e Farmacêutico;;
8640-2/08;Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos;Saúde e Farmacêutico;;
8640-2/09;Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;Saúde e Farmacêutico;;
8640-2/10;Serviços de quimioterapia;Saúde e Farmacêutico;;
8640-2/11;Serviços de radioterapia;Saúde e Farmacêutico;;
8640-2/12;Serviços de hemoterapia;Saúde e Farmacêutico;;
8640-2/13;Serviços de litotripsia;Saúde e Farmacêutico;;
8640-2/14;Serviços de bancos de células e tecidos humanos;Saúde e Farmacêutico;;
8640-2/99;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;Saúde e Farmacêutico;;
8650-0/01;Atividades de enfermagem;Saúde e Farmacêutico;;
8650-0/02;Atividades de profissionais da nutrição;Saúde e Farmacêutico;;
8650-0/03;Atividades de psicologia e psicanálise;Saúde e Farmacêutico;;
8650-0/04;Atividades de fisioterapia;Saúde e Farmacêutico;;
8650-0/05;Atividades de terapia ocupacional;Saúde e Farmacêutico;;
8650-0/06;Atividades de fonoaudiologia;Saúde e Farmacêutico;;
8650-0/07;Atividades de terapia de nutrição enteral e parenteral;Saúde e Farmacêutico;;
8650-0/99;Atividades de profissionais da área de saúde não especificadas anteriormente;Saúde e Farmacêutico;;
8660-7/00;Atividades de apoio à gestão de saúde;Saúde e Farmacêutico;;
8690-9/01;Atividades de práticas integrativas e complementares em saúde humana;Saúde e Farmacêutico;;
8690-9/02;Atividades de bancos de leite humano;Saúde e Farmacêutico;;
8690-9/03;Atividades de acupuntura;Saúde e Farmacêutico;;
8690-9/04;Atividades de podologia;Saúde e Farmacêutico;;
8690-9/99;Outras atividades de atenção à saúde humana não especificadas anteriormente;Saúde e Farmacêutico;;
8711-5/01;Clínicas e residências geriátricas;Saúde e Farmacêutico;;
8711-5/02;Instituições de longa permanência para idosos;Saúde e Farmacêutico;;
8711-5/03;Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes;Saúde e Farmacêutico;;
8711-5/04;Centros de apoio a pacientes com câncer e com AIDS;Saúde e Farmacêutico;;
8711-5/05;Condomínios residenciais para idosos;Saúde e Farmacêutico;;
8712-3/00;Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;Saúde e Farmacêutico;;
8720-4/01;Atividades de centros de assistência psicossocial;Saúde e Farmacêutico;;
8720-4/99;Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não especificadas anteriormente;Saúde e Farmacêutico;;
8730-1/01;Orfanatos;Saúde e Farmacêutico;;
8730-1/02;Albergues assistenciais;Saúde e Farmacêutico;;
8730-1/99;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;Saúde e Farmacêutico;;
8800-6/00;Serviços de assistência social sem alojamento;Saúde e Farmacêutico;;
9001-9/01;Produção teatral;Cultura, Esporte e Lazer;;
9001-9/02;Produção musical;Cultura, Esporte e Lazer;;
9001-9/03;Produção de espetáculos de dança;Cultura, Esporte e Lazer;;
9001-9/04;Produção de espetáculos circenses, de marionetes e similares;Cultura, Esporte e Lazer;;
9001-9/05;Produção de espetáculos de rodeios, vaquejadas e similares;Cultura, Esporte e Lazer;;
9001-9/06;Atividades de sonorização e de iluminação;Cultura, Esporte e Lazer;;
9001-9/99;Artes cênicas, espetáculos e atividades complementares não especificados anteriormente;Cultura, Esporte e Lazer;;
9002-7/01;"Atividades de artistas plásticos, jornalistas independentes e
escritores";Cultura, Esporte e Lazer;;
9002-7/02;Restauração de obras de arte;Cultura, Esporte e Lazer;;
9003-5/00;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;Cultura, Esporte e Lazer;;
9101-5/00;Atividades de bibliotecas e arquivos;Cultura, Esporte e Lazer;;
9102-3/01;Atividades de museus e de exploração de lugares e prédios históricos e atrações similares;Cultura, Esporte e Lazer;;
9102-3/02;Restauração e conservação de lugares e prédios históricos;Cultura, Esporte e Lazer;;
9103-1/00;Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental;Cultura, Esporte e Lazer;;
9200-3/01;Casas de bingo;Cultura, Esporte e Lazer;;
9200-3/02;Exploração de apostas em corridas de cavalos;Cultura, Esporte e Lazer;;
9200-3/99;Exploração de jogos de azar e apostas não especificados anteriormente;Cultura, Esporte e Lazer;;
9311-5/00;Gestão de instalações de esportes;Cultura, Esporte e Lazer;;
9312-3/00;Clubes sociais, esportivos e similares;Cultura, Esporte e Lazer;;
9313-1/00;Atividades de condicionamento físico;Cultura, Esporte e Lazer;;
9319-1/01;Produção e promoção de eventos esportivos;Cultura, Esporte e Lazer;;
9319-1/99;Outras atividades esportivas não especificadas anteriormente;Cultura, Esporte e Lazer;;
9321-2/00;Parques de diversão e parques temáticos;Cultura, Esporte e Lazer;;
9329-8/01;Discotecas, danceterias, salões de dança e similares;Cultura, Esporte e Lazer;;
9329-8/02;Exploração de boliches;Cultura, Esporte e Lazer;;
9329-8/03;Exploração de jogos de sinuca, bilhar e similares;Cultura, Esporte e Lazer;;
9329-8/04;Exploração de jogos eletrônicos recreativos;Cultura, Esporte e Lazer;;
9329-8/99;Outras atividades de recreação e lazer não especificadas anteriormente;Cultura, Esporte e Lazer;;
9411-1/00;Atividades de organizações associativas patronais e empresariais;Administração Pública, ONGs e Serviços Pessoais;;
9412-0/01;Atividades de fiscalização profissional;Administração Pública, ONGs e Serviços Pessoais;;
9412-0/99;Outras atividades associativas profissionais;Administração Pública, ONGs e Serviços Pessoais;;
9420-1/00;Atividades de organizações sindicais;Administração Pública, ONGs e Serviços Pessoais;;
9430-8/00;Atividades de associações de defesa de direitos sociais;Administração Pública, ONGs e Serviços Pessoais;;
9491-0/00;Atividades de organizações religiosas ou filosóficas;Administração Pública, ONGs e Serviços Pessoais;;
9492-8/00;Atividades de organizações políticas;Administração Pública, ONGs e Serviços Pessoais;;
9493-6/00;Atividades de organizações associativas ligadas à cultura e à arte;Administração Pública, ONGs e Serviços Pessoais;;
9499-5/00;Atividades associativas não especificadas anteriormente;Administração Pública, ONGs e Serviços Pessoais;;
9511-8/00;Reparação e manutenção de computadores e de equipamentos periféricos;Tecnologia e Software;;
9512-6/00;Reparação e manutenção de equipamentos de comunicação;Tecnologia e Software;;
9521-5/00;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;Tecnologia e Software;;
9529-1/01;Reparação de calçados, bolsas e artigos de viagem;Tecnologia e Software;;
9529-1/02;Chaveiros;Tecnologia e Software;;
9529-1/03;Reparação de relógios;Tecnologia e Software;;
9529-1/04;Reparação de bicicletas, triciclos e outros veículos não motorizados;Tecnologia e Software;;
9529-1/05;Reparação de artigos do mobiliário;Tecnologia e Software;;
9529-1/06;Reparação de jóias;Tecnologia e Software;;
9529-1/99;Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente;Tecnologia e Software;;
9601-7/01;Lavanderias;Beleza, Estética e Bem-estar;;
9601-7/02;Tinturarias;Beleza, Estética e Bem-estar;;
9601-7/03;Toalheiros;Beleza, Estética e Bem-estar;;
9602-5/01;Cabeleireiros, manicure e pedicure;Beleza, Estética e Bem-estar;;
9602-5/02;Atividades de estética e outros serviços de cuidados com a beleza;Beleza, Estética e Bem-estar;;
9603-3/01;Gestão e manutenção de cemitérios;Beleza, Estética e Bem-estar;;
9603-3/02;Serviços de cremação;Beleza, Estética e Bem-estar;;
9603-3/03;Serviços de sepultamento;Beleza, Estética e Bem-estar;;
9603-3/04;Serviços de funerárias;Beleza, Estética e Bem-estar;;
9603-3/05;Serviços de somatoconservação;Beleza, Estética e Bem-estar;;
9603-3/99;Atividades funerárias e serviços relacionados não especificados anteriormente;Beleza, Estética e Bem-estar;;
9609-2/02;Agências matrimoniais;Beleza, Estética e Bem-estar;;
9609-2/04;Exploração de máquinas de serviços pessoais acionadas por moeda;Beleza, Estética e Bem-estar;;
9609-2/05;Atividades de sauna e banhos;Beleza, Estética e Bem-estar;;
9609-2/06;Serviços de tatuagem e colocação de piercing;Beleza, Estética e Bem-estar;;
9609-2/07;Alojamento de animais domésticos;Beleza, Estética e Bem-estar;;
9609-2/08;Higiene e embelezamento de animais domésticos;Pet e Veterinária;;
9609-2/99;Outras atividades de serviços pessoais não especificadas anteriormente;Beleza, Estética e Bem-estar;;
9700-5/00;Serviços domésticos;Administração Pública, ONGs e Serviços Pessoais;;
